1,19953
2,20080
3,39907
4,80100
5,120029
6,7997
7,28197
8,75686
9,8051
1,19959
2,20180
3,40131
4,79701
5,120027
6,8023
7,28130
8,75919
9,7930
1,19964
2,20138
3,39913
4,79851
5,119926
6,8023
7,28073
8,76069
9,8043
1,19843
2,19994
3,40172
4,80148
5,120054
6,8002
7,28133
8,75699
9,7955
1,20063
2,19984
3,39864
4,80162
5,120208
6,8137
7,27799
8,75656
9,8127
1,19935
2,19766
3,39961
4,79455
5,120907
6,7933
7,28161
8,75845
9,8037
1,20030
2,19898
3,40313
4,79855
5,119536
6,7947
7,28172
8,76199
9,8050
1,19797
2,19978
3,39745
4,80413
5,119762
6,8001
7,28039
8,76114
9,8151
1,20087
2,20019
3,39886
4,80106
5,120110
6,7932
7,28036
8,75871
9,7953
1,20027
2,19935
3,40071
4,79886
5,119982
6,8037
7,27874
8,76156
9,8032
1,19986
2,20121
3,40140
4,80031
5,119537
6,7903
7,27853
8,76391
9,8038
1,19912
2,19763
3,40057
4,80171
5,119703
6,8137
7,28144
8,75979
9,8134
1,19975
2,20064
3,39856
4,79694
5,120078
6,8026
7,28316
8,76051
9,7940
1,20042
2,19914
3,39845
4,80073
5,119830
6,7983
7,27913
8,76364
9,8036
1,19920
2,19729
3,40025
4,80118
5,120214
6,7947
7,27957
8,75923
9,8167
1,20031
2,19989
3,39919
4,80221
5,119631
6,8024
7,28110
8,76052
9,8023
1,20085
2,19898
3,40016
4,79976
5,120218
6,8127
7,28097
8,75538
9,8045
1,19991
2,19891
3,40297
4,79886
5,120149
6,7809
7,27677
8,76262
9,8038
1,20027
2,19964
3,40047
4,80043
5,120093
6,7995
7,27790
8,76008
9,8033
1,19891
2,20101
3,40256
4,79959
5,119655
6,8090
7,28071
8,76083
9,7894
1,19959
2,20016
3,40125
4,80109
5,119927
6,7978
7,28055
8,75804
9,8027
1,19951
2,19917
3,40322
4,79866
5,119902
6,7912
7,27955
8,76124
9,8051
1,20123
2,19966
3,39902
4,79776
5,120688
6,8055
7,27956
8,75528
9,8006
1,19797
2,20048
3,40056
4,80079
5,120148
6,8112
7,27926
8,75963
9,7871
1,20038
2,19800
3,40233
4,79757
5,120194
6,8039
7,28376
8,75557
9,8006
1,19908
2,19939
3,39677
4,80106
5,119948
6,7979
7,28211
8,76100
9,8132
1,19873
2,19860
3,40067
4,80031
5,119912
6,8021
7,27944
8,76377
9,7915
1,19729
2,19851
3,40331
4,79873
5,120163
6,7931
7,27933
8,76111
9,8078
1,20100
2,20201
3,39876
4,80099
5,119643
6,7999
7,27993
8,75960
9,8129
1,19879
2,19915
3,39815
4,79826
5,120652
6,7910
7,27899
8,76205
9,7899
1,20107
2,20122
3,40175
4,80060
5,119578
6,7941
7,27981
8,76184
9,7852
1,19904
2,19902
3,39724
4,80685
5,120245
6,8025
7,27774
8,75857
9,7884
1,20128
2,19998
3,40103
4,79980
5,119806
6,7864
7,28070
8,76002
9,8049
1,19931
2,19996
3,39962
4,80039
5,120308
6,7950
7,27575
8,76181
9,8058
1,19866
2,20048
3,40222
4,79803
5,120071
6,8078
7,27739
8,76182
9,7991
1,19768
2,20218
3,40071
4,80193
5,120094
6,7936
7,27772
8,75936
9,8012
1,19991
2,19866
3,39912
4,80468
5,120094
6,8003
7,27708
8,75934
9,8024
1,20209
2,20080
3,40110
4,79808
5,120102
6,8033
7,27700
8,76045
9,7913
1,19927
2,20224
3,40052
4,80121
5,119885
6,8116
7,27978
8,75822
9,7875
1,19662
2,20202
3,40108
4,80231
5,119847
6,7907
7,28040
8,75955
9,8048
1,20051
2,20013
3,40082
4,80450
5,120159
6,7949
7,27968
8,75358
9,7970
1,20128
2,20069
3,39878
4,79850
5,120281
6,8009
7,27719
8,76040
9,8026
1,19879
2,20107
3,39969
4,80209
5,119717
6,7876
7,27838
8,76384
9,8021
1,19845
2,19966
3,40195
4,80207
5,119548
6,7956
7,28043
8,76183
9,8057
1,19983
2,19976
3,39912
4,79980
5,120211
6,7991
7,27988
8,75908
9,8051
1,20040
2,20042
3,39834
4,79924
5,120041
6,8004
7,28144
8,75997
9,7974
1,19928
2,19960
3,40213
4,79603
5,119950
6,7957
7,27956
8,76291
9,8142
1,20173
2,19971
3,39778
4,79774
5,120483
6,7963
7,27795
8,75944
9,8119
1,19980
2,20122
3,39861
4,79753
5,119834
6,7937
7,28381
8,76121
9,8011
1,20122
2,20043
3,40420
4,79940
5,119619
6,7988
7,27871
8,76098
9,7899
1,19996
2,20038
3,40163
4,79739
5,119759
6,7874
7,28208
8,76137
9,8086
1,19917
2,20054
3,39957
4,79866
5,120435
6,8148
7,27938
8,75609
9,8076
1,20184
2,19963
3,39873
4,80218
5,119753
6,7992
7,28097
8,75835
9,8085
1,20059
2,20128
3,39694
4,80202
5,120109
6,8029
7,27549
8,76257
9,7973
1,20099
2,20020
3,39822
4,80290
5,119672
6,7980
7,27834
8,76259
9,8024
1,19861
2,19930
3,40153
4,80400
5,119938
6,7955
7,27783
8,76045
9,7935
1,19912
2,20094
3,40247
4,80496
5,119572
6,7910
7,27963
8,75838
9,7968
1,19811
2,19808
3,40389
4,79940
5,119920
6,7945
7,28024
8,76079
9,8084
1,20296
2,19760
3,40173
4,79986
5,119669
6,8113
7,27983
8,76008
9,8012
1,20044
2,19945
3,40221
4,80176
5,119819
6,7940
7,28006
8,75863
9,7986
1,19989
2,20051
3,40259
4,80133
5,119546
6,8031
7,27853
8,76180
9,7958
1,19921
2,19867
3,40013
4,79849
5,120406
6,7805
7,28122
8,76158
9,7859
1,20047
2,19872
3,40024
4,79893
5,120198
6,8098
7,28135
8,75761
9,7972
1,19975
2,19967
3,39864
4,80084
5,120181
6,7979
7,28054
8,75830
9,8066
1,20032
2,20037
3,39944
4,79915
5,119852
6,8016
7,28033
8,76071
9,8100
1,20139
2,20161
3,39691
4,79844
5,120017
6,7818
7,28187
8,76379
9,7764
1,20047
2,19894
3,39999
4,80164
5,120120
6,8030
7,27819
8,76003
9,7924
1,19951
2,20006
3,39987
4,79549
5,120247
6,7838
7,27956
8,76390
9,8076
1,19816
2,19984
3,40038
4,80338
5,119615
6,7911
7,28064
8,76257
9,7977
1,19985
2,20038
3,39684
4,80046
5,120052
6,8022
7,28039
8,76068
9,8066
1,19949
2,20016
3,39809
4,80440
5,119575
6,8060
7,28174
8,75942
9,8035
1,19995
2,20129
3,39921
4,79668
5,119716
6,7968
7,28527
8,75998
9,8078
1,19919
2,19935
3,39774
4,80123
5,119743
6,8087
7,28196
8,76225
9,7998
1,19728
2,19892
3,40216
4,79750
5,120165
6,8075
7,28178
8,76018
9,7978
1,19968
2,20087
3,39908
4,80183
5,119755
6,7979
7,28170
8,75943
9,8007
1,20119
2,20325
3,40119
4,80212
5,119319
6,7847
7,28045
8,75914
9,8100
1,19991
2,20446
3,40090
4,79562
5,119628
6,7934
7,28022
8,76235
9,8092
1,20094
2,20233
3,39781
4,79806
5,120187
6,7892
7,28006
8,75837
9,8164
1,19955
2,20124
3,39886
4,79905
5,120312
6,8031
7,28029
8,75841
9,7917
1,19849
2,20096
3,39996
4,80060
5,120394
6,7990
7,27736
8,75878
9,8001
1,20131
2,19886
3,39851
4,80255
5,119725
6,8146
7,28166
8,75980
9,7860
1,20047
2,19934
3,39851
4,80386
5,119519
6,8196
7,28094
8,75959
9,8014
1,19945
2,20133
3,40301
4,80241
5,119491
6,8018
7,28012
8,75793
9,8066
1,20041
2,20050
3,39881
4,80129
5,120286
6,7967
7,27949
8,75670
9,8027
1,20141
2,20264
3,40104
4,80040
5,119710
6,7951
7,27849
8,75904
9,8037
1,19944
2,19942
3,40035
4,79889
5,119787
6,8100
7,28113
8,76042
9,8148
1,19989
2,19888
3,39888
4,79820
5,120392
6,7982
7,28088
8,76024
9,7929
1,19931
2,19832
3,39837
4,80298
5,120087
6,7985
7,27906
8,76082
9,8042
1,19983
2,19900
3,40008
4,79973
5,120353
6,7978
7,28002
8,75784
9,8019
1,20229
2,19907
3,39875
4,79891
5,120379
6,7977
7,28090
8,75698
9,7954
1,19748
2,20041
3,40095
4,80152
5,120869
6,7897
7,27555
8,75653
9,7990
1,20024
2,19944
3,40218
4,79903
5,120103
6,8123
7,27989
8,75617
9,8079
1,19636
2,20018
3,40187
4,79382
5,120351
6,7954
7,28190
8,76182
9,8100
1,19921
2,20011
3,40100
4,79791
5,120188
6,7875
7,27867
8,76189
9,8058
1,20123
2,19805
3,39963
4,79835
5,120322
6,8024
7,27865
8,76139
9,7924
1,20041
2,20189
3,40231
4,79985
5,119963
6,8002
7,28100
8,75707
9,7782
1,20080
2,20184
3,40098
4,79787
5,119801
6,8010
7,27834
8,76172
9,8034
1,20060
2,19858
3,39976
4,80640
5,119663
6,7981
7,28009
8,75756
9,8057
1,19996
2,20170
3,40223
4,80444
5,119541
6,7989
7,28158
8,75508
9,7971
1,20108
2,20048
3,40061
4,79667
5,119773
6,8110
7,28103
8,76068
9,8062
